IMPRESA,INDIRIZZO,COMUNE,CATEGORIA,SOTTOCATEGORIA,POSIZIONE,CODICE,DENOMINAZIONE URBANISTICA GENERICA,DENOMINAZIONE UFFICIALE,LOCALITA’,NUMERO CIVICO,ESPONENTE,CODICE POSTALE,CODICE ASSEGNATO AI COMUNI DA ISTAT,COMUNITA’ DI VALLE,TELEFONO,E-MAIL,SITO INTERNET,LATITUDINE,LONGITUDINE,POSITION
ORTOFRUTTA VENERI PAOLO,"VIA ROMA, 85",FOLGARIA,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.91586,11.17195",84,VIA,ROMA,,85,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-721152,,,45.91586,11.17195,
MINIMARKET TARGHER S.A.S. DI TARGHER MAURO & C.,"VIA EMILIO COLPI, 16",FOLGARIA,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.91558,11.17210",85,VIA,EMILIO COLPI,,16,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-721104,,,45.91558,11.17210,
PANIFICIO BARBETTI GUIDO DI BARBETTI BRUNO & C. S.N.C.,"VIA NAZIONI UNITE, 40 - COSTA",FOLGARIA,SETTORE ALIMENTARE,ARTIGIANO,"45.91494,11.17400",86,VIA,NAZIONI UNITE,COSTA,40,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-721411,,,45.91494,11.17400,
RISTORANTE HOTEL ALPINO S.R.L.,"VIA EMILIO COLPI, 170",FOLGARIA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.91410,11.17640",87,VIA,EMILIO COLPI,,170,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-721102,info@clubhotelalpino.it,https://www.clubhotelalpino.it/,45.91410,11.17640,
RISTORANTE LOCANDA DA UGO,"VIA EMILIO COLPI, 343",FOLGARIA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.91435,11.17618",88,VIA,EMILIO COLPI,,343,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-721141,ristorantedaugo2.0@gmail.com,https://www.ristorantedaugo.com/,45.91435,11.17618,
BAZAR TABACCHI PEROTTO LUCIA ASSUNTA,"VIA GIOSUE' CARDUCCI, 45 - CARBONARE",FOLGARIA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.93560,11.22682",89,VIA,GIOSUE' CARDUCCI,CARBONARE,45,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-765182,,,45.93560,11.22682,
FOTO OTTICA PLOTEGHER ALCIDE,"VIA EMILIO COLPI, 143",FOLGARIA,SETTORE NON ALIMENTARE,ARTIGIANO,"45.91517,11.17325",90,VIA,EMILIO COLPI,,143,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-720259,,,45.91517,11.17325,
MINIMARKET SCALZERI GIANNA,"VIA ALESSANDRO MANZONI, 14 - CARBONARE",FOLGARIA,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.93490,11.22726",91,VIA,ALESSANDRO MANZONI,CARBONARE,14,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-765123,,,45.93490,11.22726,
ANTICA MACELLERIA E SALUMERIA CAPPELLETTI DI CAPPELLETTI ANDREA,"VIA EMILIO COLPI, 1",FOLGARIA,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.91580,11.17200",92,VIA,EMILIO COLPI,,1,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-721109,macelleria.cappelletti@gmail.com,https://www.cappelletti1898.it/,45.91580,11.17200,
NEGOZIO MARIAROSA DI FESTI GIUSTINO,"VIA EMILIO COLPI, 21",FOLGARIA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.91565,11.17226",93,VIA,EMILIO COLPI,,21,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-721279,giustino.festi@libero.it,,45.91565,11.17226,
MACELLERIA CANALIA MAURO,"VIA EMILIO COLPI, 171",FOLGARIA,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.91510,11.17341",94,VIA,EMILIO COLPI,,171,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-721338,,https://www.facebook.com/macelleriacanalia,45.91510,11.17341,
BAR RISTORANTE CONCA D’ORO DI GEROLA FIORENZO,"LOCALITA' FONDO GRANDE, 160",FOLGARIA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.89264,11.19177",95,,,FONDO GRANDE,160,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-721323,,,45.89264,11.19177,
AL SOLE MOUNTAIN CHIC DI ALICE E MARIANNA DALPRA’ SNC,"VIA NAZIONALE, 49 - SAN SEBASTIANO",FOLGARIA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.92520,11.21270",96,VIA,NAZIONALE,SAN SEBASTIANO,49,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-765113,info@alsolemountainchic.it,https://alsolemountainchic.it/,45.92520,11.21270,
EDICOLA RIVENDITA TABACCHI N° 3 DI WEGHER PAOLO,"VIA ROMA, 71-73",FOLGARIA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.91605,11.17156",97,VIA,ROMA,,71,73,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-720119,,,45.91605,11.17156,
MILLE COSE SNC DI PLOTEGHER MAURO E MICHELA & C.,"VIA EMILIO COLPI, 135",FOLGARIA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.91528,11.17303",98,VIA,EMILIO COLPI,,135,,38064,022087,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-721105,info@millecosefolgaria.it,https://www.millecosefolgaria.it/it,45.91528,11.17303,
SPECIALITA’ ALIMENTARI DI PAOLO E GIANNI ALIMENTARI FINAROLLI DI GILBERTI PAOLO & C. S.N.C.,"VIA MERCERIE, 7-9",ROVERETO,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.88889,11.04403",99,VIA,MERCERIE,,7-9,,38068,022161,COMUNITA' DELLA VALLAGARINA,0464-434319,,,45.88889,11.04403,
RISTORANTE BAR BENACO,"VIA BENACO, 35 - TORBOLE",NAGO-TORBOLE,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.86903,10.87600",101,VIA,BENACO,TORBOLE,35,,38033,022124,COMUNITA' ALTO GARDA E LEDRO,0464-505364,info@onbenaco.com,https://www.onbenaco.com/,45.86903,10.87600,
CAFFE’ ALEXANDER BERNARDI GIORGIO & C. SNC,"PIAZZA MUNICIPIO, 4",PERGINE VALSUGANA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.06045,11.24037",102,PIAZZA,MUNICIPIO,,4,,38057,022139,COMUNITA' ALTA VALSUGANA E BERSNTOL,,,,46.06045,11.24037,
OCHNER LUIGI,"PIAZZA MUNICIPIO, 20",PERGINE VALSUGANA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06014,11.24026",103,PIAZZA,MUNICIPIO,,20,,38057,022139,COMUNITA' ALTA VALSUGANA E BERSNTOL,0461-532577,info@ochnershop.com,https://www.ochnershop.com/,46.06014,11.24026,
BAR AL PONTE DI TARGA MATTEO,"VIA AL PONTE, 4",PERGINE VALSUGANA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.06930,11.22448",104,VIA,AL PONTE,,4,,38057,022139,COMUNITA' ALTA VALSUGANA E BERSNTOL,329 984 6123,baralpontepergine@gmail.com,https://www.facebook.com/p/Bar-al-Ponte-Catina,46.06930,11.22448,
PANIFICIO BERTOLDI S.N.C. DI BERTOLDI FABIO & C.,"LOCALITA' GIONGHI, 105",LAVARONE,SETTORE ALIMENTARE,ARTIGIANO,"45.94057,11.26920",106,,,GIONGHI,105,,38046,022102,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-724100,panificiobertoldi@live.it,,45.94057,11.26920,
PICCOLO BAZAR DI GIONGO MARIO,"LOCALITA' GIONGHI, 96",LAVARONE,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.94078,11.26956",108,,,GIONGHI,96,,38046,022102,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-783253,,,45.94078,11.26956,
STENGHELE FRATELLI S.N.C. DI STENGHELE FRANCESCO GINO & C.,"VIA TRIESTE, 18",LAVARONE,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.93924,11.25411",109,VIA,TRIESTE,,18,,38046,022102,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-783172,stenghelesnc@tin.it,https://stenghelefratelli-lavarone.it/,45.93924,11.25411,
RISTORANTE BAR HOTEL DU LAC DI GABRIELLI ANDREA & C. S.A.S.,"VIA TRIESTE, 32",LAVARONE,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.93794,11.25544",110,VIA,TRIESTE,,32,,38046,022102,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-783112,info@dulachotel.info,https://www.hoteldulaclavarone.it/,45.93794,11.25544,
FAMIGLIA COOPERATIVA LAVARONE S.C.A.R.L.,"LOCALITA' BERTOLDI, 5",LAVARONE,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.95116,11.26248",111,,,BERTOLDI,5,,38046,022102,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-783137,,https://www.cooptrentinoaltoadige.it/negozi-e-volantini/403102-lavarone,45.95116,11.26248,
A.B. INTIMO DI BRUNELLI SILVANA E EVANGELISTI LUIGINO S.N.C.,"VIA CHIMELLI, 18",PERGINE VALSUGANA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06278,11.24029",114,VIA,CHIMELLI,,18,,38057,022139,COMUNITA' ALTA VALSUGANA E BERSNTOL,0461-510314,,,46.06278,11.24029,
LA ROTONDA DI BETTI MARCO & C. S.N.C.,"VIALE VENEZIA, 37",PERGINE VALSUGANA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.05879,11.23751",115,VIALE,VENEZIA,,37,,38057,022139,COMUNITA' ALTA VALSUGANA E BERSNTOL,0461-531128,info@albergolarotonda.it,http://www.albergolarotonda.it/it/,46.05879,11.23751,
GIOIELLERIA ANDREATTA SAS DI ANDREATTA ALESSANDRO & C.,"CORSO ROMA, 72",BASELGA DI PINÉ,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.13406,11.24716",116,CORSO,ROMA,,72,,38042,022009,COMUNITA' ALTA VALSUGANA E BERSNTOL,0461-557323,,,46.13406,11.24716,
FARMACIA DE BATTAGLIA,"PIAZZA PASI, 20",TRENTO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06779,11.12239",117,PIAZZA,PASI,,20,,38122,022205,TERRITORIO VAL D'ADIGE,0461-982103,farmaciadebattaglia@spezialesrl.it,https://www.facebook.com/farmaciadebattagliaspeziale,46.06779,11.12239,
MOSER CICLI,"VIA CALEPINA, 63",TRENTO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06726,11.12520",119,VIA,CALEPINA,,63,,38122,022205,TERRITORIO VAL D'ADIGE,0461-230327,info@mosercicli.it,https://www.mosercicli.com/,46.06726,11.12520,
FOTO CINE LA ROTONDA,"VIA SAN VIGILIO, 7",TRENTO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06660,11.12245",120,VIA,SAN VIGILIO,,7,,38122,022205,TERRITORIO VAL D'ADIGE,0461-985317 – 388 639 5187,info@allarotonda.com,https://shop.allarotonda.com/,46.06660,11.12245,
FARMACIA DOTT. SANTONI,"PIAZZA FABIO FILZI, 21",ROVERETO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.88440,11.01838",121,PIAZZA,FABIO FILZI,,21,,38068,022161,COMUNITA' DELLA VALLAGARINA,0464-437797,info@farmaciasantoni.it,www.farmaciasantoni.it,45.88440,11.01838,
OREFICERIA FRANCO GOTTARDI,"VIALE DANTE ALIGHIERI, 50",TIONE DI TRENTO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.03264,10.72386",122,VIALE,DANTE ALIGHIERI,,50,,38079,022199,COMUNITA' DELLE GIUDICARIE,0465-320449,,,46.03264,10.72386,
BAR BELEM DI BERTOLDI FRANCA,"LOCALITA' BERTOLDI, 57",LAVARONE,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.95048,11.26337",123,,,BERTOLDI,57,,38046,022102,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-783141,,,45.95048,11.26337,
BAR ALBERGO NAZIONALE DI PACE ENLI & C. SNC,"PIAZZA MILANO, 6 - CAPPELLA",LAVARONE,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.93643,11.27495",124,PIAZZA,MILANO,CAPPELLA,6,,38046,022102,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-783245,,,45.93643,11.27495,
TABACCHI PACE ENLI,"PIAZZA MILANO, 6 - CAPPELLA",LAVARONE,SETTORE NON ALIMENTARE,PUBBLICO ESERCIZIO,"45.93647,11.27499",125,PIAZZA,MILANO,CAPPELLA,6,,38046,022102,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-783245,,,45.93647,11.27499,
CASEIFICIO DEGLI ALTIPIANI E DEL VEZZENA S.C.A.,"VIA GUGLIELMO MARCONI, 5 - CAPPELLA",LAVARONE,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.93720,11.27444",126,VIA,GUGLIELMO MARCONI,CAPPELLA,5,,38046,022102,MAGNIFICA COMUNITA' DEGLI ALTIPIANI CIMBRI,0464-783106,info@caseificiovezzena.it,www.caseificiovezzena.it/orari-contatti/,45.93720,11.27444,
BAZAR DEL POPOLO,"VIA VERGOLANO, 11",ARCO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.91952,10.88519",128,VIA,VERGOLANO,,11,,38062,022006,COMUNITA' ALTO GARDA E LEDRO,0464-518716,bazardelpopolo@hotmail.com,,45.91952,10.88519,
ALIMENTARI TRENTI,"VIA SAN BERNARDINO, 9",ARCO,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.92054,10.88384",132,VIA,SAN BERNARDINO,,9,,38062,022006,COMUNITA' ALTO GARDA E LEDRO,0464 516820,,,45.92054,10.88384,
RISTORANTE ALLA LEGA,"VIA VERGOLANO, 8",ARCO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.91972,10.88518",135,VIA,VERGOLANO,,8,,38062,022006,COMUNITA' ALTO GARDA E LEDRO,0464-516205,info@ristoranteallalega.com,www.ristoranteallalega.com,45.91972,10.88518,
RISTORANTE BELVEDERE,"VIA SERAFINI, 2",ARCO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.91924,10.86057",136,VIA,SERAFINI,,2,,38062,022006,COMUNITA' ALTO GARDA E LEDRO,0464-516144,,www.trattoriabelvedere.it,45.91924,10.86057,
PANIFICIO PULIN SAS,"VIA CAMILLO BENSO CONTE DI CAVOUR, 23",TRENTO,SETTORE ALIMENTARE,ARTIGIANO,"46.06828,11.12050",137,VIA,CAMILLO BENSO CONTE DI CAVOUR,,23,,38122,022205,TERRITORIO VAL D'ADIGE,0461-234544,,,46.06828,11.12050,
ANTICA MACELLERIA BALLARDINI,"VIA DEL FORO, 14",TIONE DI TRENTO,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.03201,10.72349",138,VIA,DEL FORO,,14,,38079,022199,COMUNITA' DELLE GIUDICARIE,0465-321157,info@ballardini.tn.it,www.ballardini.tn.it,46.03201,10.72349,
FAMIGLIA COOPERATIVA VALLE SAN FELICE,"PIAZZA SAN FELICE, 12 - VALLE SAN FELICE",MORI,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.86936,10.93843",141,PIAZZA,SAN FELICE,VALLE SAN FELICE,12,,38065,022123,COMUNITA' DELLA VALLAGARINA,0464-802940,,www.laspesainfamiglia.coop/Famiglie-Cooperative/Famiglia-Cooperativa-Valle-San-Felice/FC-Valle-S.-Felice-Piazza-San-Felice,45.86936,10.93843,
ABBIGLIAMENTO MAGANOTTI MARIA GRAZIA,"PIAZZA CAL DI PONTE, 15",MORI,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.85213,10.97772",142,PIAZZA,CAL DI PONTE,,15,,38065,022123,COMUNITA' DELLA VALLAGARINA,0464-917637,,,45.85213,10.97772,
TRATTORIA - BAR AL LAGO,"VIA DEL GARDA, 1 - LOPPIO",MORI,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.85569,10.92913",143,VIA,DEL GARDA,LOPPIO,1,,38065,022123,COMUNITA' DELLA VALLAGARINA,0464-918102,,,45.85569,10.92913,
FABBRICA RETI E MATERASSI MENEGHELLI,"LARGO VILLANUOVA, 32",MORI,SETTORE NON ALIMENTARE,ARTIGIANO,"45.85460,10.98280",144,LARGO,VILLANUOVA,,32,,38065,022123,COMUNITA' DELLA VALLAGARINA,0464-918159 - 340 272 9982,info@meneghellimaterassi.it,www.meneghellimaterassi.it,45.85460,10.98280,
LA BOTTEGA DI GARUFFO LIA,"VIA MODENA, 51",MORI,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.85311,10.97872",145,VIA,MODENA,,51,,38065,022123,COMUNITA' DELLA VALLAGARINA,349 137 6164,,,45.85311,10.97872,
VINERIA – BAR BAROLDI,"VIA MODENA, 35",MORI,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.85260,10.97843",146,VIA,MODENA,,35,,38065,022123,COMUNITA' DELLA VALLAGARINA,347 781 8311,emiliano@vineriabaroldi.it,,45.85260,10.97843,
BAR SANI,"PIAZZA CAL DI PONTE, 16",MORI,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.85212,10.97779",147,PIAZZA,CAL DI PONTE,,16,,38065,022123,COMUNITA' DELLA VALLAGARINA,347 417 8509 – 338 667 4518,,,45.85212,10.97779,
FORGIATURA MARCHIORI,"VIA MONTE BALDO, 6-A",MORI,SETTORE NON ALIMENTARE,ARTIGIANO,"45.85013,10.97380",148,VIA,MONTE BALDO,,6,A,38065,022123,COMUNITA' DELLA VALLAGARINA,0464-917439,info@forgiaturamarchiori.it,www.forgiaturamarchiori.it,45.85013,10.97380,
OFFICINA BOMBARDELLI,"VIA GIACOMO MATTEOTTI, 96",MORI,SETTORE NON ALIMENTARE,ARTIGIANO,"45.84710,10.98572",150,VIA,GIACOMO MATTEOTTI,,96,,38065,022123,COMUNITA' DELLA VALLAGARINA,0464-918139,,,45.84710,10.98572,
EDICOLA CARTOLERIA PERINI,"PIAZZA CAL DI PONTE, 28",MORI,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.85179,10.97821",151,PIAZZA,CAL DI PONTE,,28,,38065,022123,COMUNITA' DELLA VALLAGARINA,0464-910081,,,45.85179,10.97821,
CAFFE’ DEL GELSO,"VIA GIUSEPPE GARIBALDI, 3",MORI,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.85256,10.97650",153,VIA,GIUSEPPE GARIBALDI,,3,,38065,022123,COMUNITA' DELLA VALLAGARINA,0464-917320 – 348 305 2939,caffedelgelsomori@gmail.com,,45.85256,10.97650,
FARMACIA S. STEFANO,"VIA BARTOLOMEO MALFATTI, 6",MORI,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.85212,10.97897",155,VIA,BARTOLOMEO MALFATTI,,6,,38065,022123,COMUNITA' DELLA VALLAGARINA,0464-918357,santostefano@farmacieassociatedimori.it,www.farmacieassociatedimori.it,45.85212,10.97897,
LAVANDERIA LA RINNOVA,"VIA MODENA, 65",MORI,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.85322,10.97854",157,VIA,MODENA,,65,,38065,022123,COMUNITA' DELLA VALLAGARINA,,,,45.85322,10.97854,
PANIFICIO SARTORI,"PIAZZA CAL DI PONTE, 32",MORI,SETTORE ALIMENTARE,ARTIGIANO,"45.85164,10.97822",158,PIAZZA,CAL DI PONTE,,32,,38065,022123,COMUNITA' DELLA VALLAGARINA,0464-918157,,,45.85164,10.97822,
BAR RISTORANTE ALBERGO ALLA COSTA,"PIAZZA CONCEI, 3 - BEZZECCA",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.89643,10.71649",159,PIAZZA,CONCEI,BEZZECCA,3,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-592096,reception@albergoallacosta.com,www.albergoallacosta.com,45.89643,10.71649,
BAR RISTORANTE ALBERGO ALLA PERLA,"VIA GIUSEPPE GARIBALDI, 73 - TIARNO DI SOTTO",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.89345,10.68867",160,VIA,GIUSEPPE GARIBALDI,TIARNO DI SOTTO,73,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-594102 - 342 161 8761,info@allaperla.it,www.allaperla.it,45.89345,10.68867,
BAR RISTORANTE GARNI’ ALPINO,"VIA CASSONI, 16 - PIEVE DI LEDRO",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.88925,10.73155",161,VIA,CASSONI,PIEVE DI LEDRO,16,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-591034,info@hotelgarnialpino.com,www.hotelgarnialpino.com,45.88925,10.73155,
BAR RISTORANTE ALBERGO CASAVECCHIA,"TIARNO DI SOPRA - VIA GUGLIELMO MARCONI, 11 - A",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.88952,10.66931",162,VIA,GUGLIELMO MARCONI,TIARNO DI SOPRA,11,A,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-596184 - 328 221 2485,info@campingcasavecchia.it,www.campingcasavecchia.it,45.88952,10.66931,
BAR RISTORANTE ALBERGO MAGGIORINA,"VIA VENTIQUATTRO OTTOBRE, 9 - BEZZECCA",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.89559,10.71607",163,VIA,VENTIQUATTRO OTTOBRE,BEZZECCA,9,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-591029,info@albergomaggiorina.it,www.albergomaggiorina.it,45.89559,10.71607,
BAR RISTORANTE ALBERGO VITTORIA,"PIAZZA MILIN, 1 - TIARNO DI SOPRA",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.88920,10.67066",164,PIAZZA,MILIN,TIARNO DI SOPRA,1,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-596187,,,45.88920,10.67066,
BAR POSTA,"VIA GUGLIELMO MARCONI, 93 - TIARNO DI SOPRA",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.89055,10.67272",165,VIA,GUGLIELMO MARCONI,TIARNO DI SOPRA,93,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,,,,45.89055,10.67272,
CAFFÈ BAR CENTRALE,"PIAZZA GIUSEPPE GARIBALDI, 7 - BEZZECCA",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.89631,10.71823",166,PIAZZA,GIUSEPPE GARIBALDI,BEZZECCA,7,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,348 477 6619,,,45.89631,10.71823,
BAR RISTORANTE PIZZERIA CAMPEGGIO AL LAGO,"VIA ALZER, 7 - PIEVE DI LEDRO",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.88345,10.73142",167,VIA,ALZER,PIEVE DI LEDRO,7,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-591250,,,45.88345,10.73142,
CASARI FERRAMENTA,"VIA MAFFEI, 3 - MOLINA DI LEDRO",LEDRO,SETTORE NON ALIMENTARE,ARTIGIANO,"45.87189,10.77627",168,VIA,MAFFEI,MOLINA DI LEDRO,3,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-508113,info@casarigiuseppesas.it,www.casarishop.it,45.87189,10.77627,
OFFICINA MECCANICA DISTRIBUTORE MAZZOLA,"VIA MAFFEI, 77 - MOLINA DI LEDRO",LEDRO,SETTORE NON ALIMENTARE,ARTIGIANO,"45.87204,10.77086",169,VIA,MAFFEI,MOLINA DI LEDRO,77,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-508107,,,45.87204,10.77086,
OFFICINA MECCANICA DISTRIBUTORE PELLEGRINI,"VIA NUOVA, 8 - PIEVE DI LEDRO",LEDRO,SETTORE NON ALIMENTARE,ARTIGIANO,"45.88989,10.72870",170,VIA,NUOVA,PIEVE DI LEDRO,8,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-591031,,,45.88989,10.72870,
BAR RISTORANTE ECO AMBIENTI HOTEL ELDA,"VIA TRE GIUGNO, 3 - LENZUMO",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.91345,10.72782",171,VIA,TRE GIUGNO,LENZUMO,3,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-591040,info@ledronatura.it,www.ledronatura.com,45.91345,10.72782,
FARMACIA FOLETTO,"VIA NUOVA, 4 - PIEVE DI LEDRO",LEDRO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"45.88852,10.73174",172,VIA,NUOVA,PIEVE DI LEDRO,4,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-591038 – 0464-591749,info@foletto.net - ordini@foletto.net,www.foletto.net,45.88852,10.73174,
BAR RISTORANTE HOTEL CADRIA,"VIA UNITA' D’ITALIA, 25 - LENZUMO",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.91154,10.72613",173,VIA,UNITA' D’ITALIA,LENZUMO,25,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-591136,hotelcadria@hotmail.it,,45.91154,10.72613,
BAR RISTORANTE HOTEL LIDO,"VIA PRIBRAM, 1 - PIEVE DI LEDRO",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.88581,10.73559",174,VIA,PRIBRAM,PIEVE DI LEDRO,1,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-591037,,,45.88581,10.73559,
